                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  3.584,                 4.8894,                 4.7635,                 4.2531,                0.03575,                    0.3,                0.12091,                0.04336,                0.00024,                0.01176,                0.00018,                  2e-05,                  2.998,                 4.2743,                 4.5115,                 4.1499,                 0.0847,                 0.0017,                 0.0017
